customer_id,customer_name,segment,country_id
1,Customer_0001,Ecommerce,4
2,Customer_0002,Ecommerce,9
3,Customer_0003,Wholesale,3
4,Customer_0004,Retail,4
5,Customer_0005,Wholesale,3
6,Customer_0006,Wholesale,1
7,Customer_0007,Wholesale,5
8,Customer_0008,KeyAccount,8
9,Customer_0009,KeyAccount,1
10,Customer_0010,KeyAccount,7
11,Customer_0011,Ecommerce,10
12,Customer_0012,Wholesale,6
13,Customer_0013,Ecommerce,4
14,Customer_0014,Wholesale,6
15,Customer_0015,Retail,10
16,Customer_0016,KeyAccount,1
17,Customer_0017,Ecommerce,6
18,Customer_0018,Wholesale,7
19,Customer_0019,Wholesale,7
20,Customer_0020,Wholesale,4
21,Customer_0021,Ecommerce,1
22,Customer_0022,Ecommerce,7
23,Customer_0023,Retail,10
24,Customer_0024,Retail,1
25,Customer_0025,Ecommerce,1
26,Customer_0026,Retail,7
27,Customer_0027,Retail,5
28,Customer_0028,Retail,3
29,Customer_0029,Ecommerce,4
30,Customer_0030,Ecommerce,8
31,Customer_0031,Wholesale,4
32,Customer_0032,Ecommerce,2
33,Customer_0033,KeyAccount,6
34,Customer_0034,Wholesale,2
35,Customer_0035,Wholesale,7
36,Customer_0036,Wholesale,2
37,Customer_0037,Retail,1
38,Customer_0038,Retail,9
39,Customer_0039,Ecommerce,4
40,Customer_0040,Wholesale,10
41,Customer_0041,Retail,8
42,Customer_0042,Wholesale,8
43,Customer_0043,Retail,2
44,Customer_0044,Retail,1
45,Customer_0045,Retail,8
46,Customer_0046,Ecommerce,10
47,Customer_0047,KeyAccount,8
48,Customer_0048,Wholesale,5
49,Customer_0049,Wholesale,10
50,Customer_0050,Retail,10
51,Customer_0051,Ecommerce,4
52,Customer_0052,Retail,2
53,Customer_0053,KeyAccount,8
54,Customer_0054,Ecommerce,9
55,Customer_0055,KeyAccount,9
56,Customer_0056,Retail,8
57,Customer_0057,Retail,3
58,Customer_0058,Retail,8
59,Customer_0059,Wholesale,10
60,Customer_0060,Retail,8
61,Customer_0061,Wholesale,8
62,Customer_0062,Ecommerce,6
63,Customer_0063,Retail,6
64,Customer_0064,Ecommerce,7
65,Customer_0065,Ecommerce,1
66,Customer_0066,Ecommerce,3
67,Customer_0067,Retail,7
68,Customer_0068,Ecommerce,10
69,Customer_0069,Retail,4
70,Customer_0070,Ecommerce,8
71,Customer_0071,Ecommerce,6
72,Customer_0072,Retail,7
73,Customer_0073,Wholesale,2
74,Customer_0074,KeyAccount,1
75,Customer_0075,Ecommerce,5
76,Customer_0076,Wholesale,8
77,Customer_0077,KeyAccount,5
78,Customer_0078,Wholesale,10
79,Customer_0079,KeyAccount,10
80,Customer_0080,Retail,8
81,Customer_0081,Retail,1
82,Customer_0082,Ecommerce,6
83,Customer_0083,KeyAccount,3
84,Customer_0084,Retail,8
85,Customer_0085,KeyAccount,6
86,Customer_0086,Ecommerce,4
87,Customer_0087,Retail,4
88,Customer_0088,Wholesale,9
89,Customer_0089,Retail,8
90,Customer_0090,Ecommerce,10
91,Customer_0091,Retail,8
92,Customer_0092,Retail,1
93,Customer_0093,Wholesale,7
94,Customer_0094,KeyAccount,2
95,Customer_0095,Retail,10
96,Customer_0096,Retail,1
97,Customer_0097,Wholesale,5
98,Customer_0098,KeyAccount,9
99,Customer_0099,Wholesale,2
100,Customer_0100,Wholesale,10
101,Customer_0101,KeyAccount,4
102,Customer_0102,KeyAccount,9
103,Customer_0103,KeyAccount,3
104,Customer_0104,Ecommerce,2
105,Customer_0105,Retail,3
106,Customer_0106,KeyAccount,4
107,Customer_0107,Retail,8
108,Customer_0108,Ecommerce,1
109,Customer_0109,Retail,2
110,Customer_0110,KeyAccount,1
111,Customer_0111,Wholesale,7
112,Customer_0112,Ecommerce,6
113,Customer_0113,Ecommerce,4
114,Customer_0114,Retail,10
115,Customer_0115,KeyAccount,4
116,Customer_0116,Ecommerce,8
117,Customer_0117,KeyAccount,9
118,Customer_0118,Wholesale,10
119,Customer_0119,Ecommerce,3
120,Customer_0120,Retail,10
121,Customer_0121,Wholesale,6
122,Customer_0122,Wholesale,4
123,Customer_0123,Wholesale,1
124,Customer_0124,Ecommerce,7
125,Customer_0125,Wholesale,6
126,Customer_0126,Wholesale,2
127,Customer_0127,Retail,6
128,Customer_0128,Ecommerce,9
129,Customer_0129,Retail,7
130,Customer_0130,Ecommerce,5
131,Customer_0131,KeyAccount,2
132,Customer_0132,KeyAccount,10
133,Customer_0133,KeyAccount,8
134,Customer_0134,Wholesale,8
135,Customer_0135,KeyAccount,7
136,Customer_0136,KeyAccount,4
137,Customer_0137,Retail,6
138,Customer_0138,Ecommerce,1
139,Customer_0139,Wholesale,8
140,Customer_0140,Wholesale,3
141,Customer_0141,Ecommerce,7
142,Customer_0142,KeyAccount,1
143,Customer_0143,Ecommerce,3
144,Customer_0144,Retail,6
145,Customer_0145,Ecommerce,4
146,Customer_0146,Ecommerce,8
147,Customer_0147,Ecommerce,7
148,Customer_0148,Wholesale,7
149,Customer_0149,Retail,5
150,Customer_0150,KeyAccount,9
151,Customer_0151,KeyAccount,3
152,Customer_0152,Ecommerce,7
153,Customer_0153,Ecommerce,4
154,Customer_0154,Ecommerce,1
155,Customer_0155,Retail,3
156,Customer_0156,Retail,7
157,Customer_0157,Retail,9
158,Customer_0158,Wholesale,10
159,Customer_0159,Retail,1
160,Customer_0160,KeyAccount,8
161,Customer_0161,Wholesale,8
162,Customer_0162,Retail,6
163,Customer_0163,Wholesale,1
164,Customer_0164,Ecommerce,4
165,Customer_0165,Ecommerce,4
166,Customer_0166,KeyAccount,1
167,Customer_0167,KeyAccount,2
168,Customer_0168,Ecommerce,2
169,Customer_0169,Retail,7
170,Customer_0170,KeyAccount,8
171,Customer_0171,KeyAccount,10
172,Customer_0172,Ecommerce,10
173,Customer_0173,Ecommerce,9
174,Customer_0174,KeyAccount,1
175,Customer_0175,Retail,2
176,Customer_0176,Ecommerce,9
177,Customer_0177,Ecommerce,6
178,Customer_0178,Ecommerce,10
179,Customer_0179,Retail,1
180,Customer_0180,Wholesale,2
181,Customer_0181,Ecommerce,7
182,Customer_0182,Wholesale,8
183,Customer_0183,Ecommerce,9
184,Customer_0184,Retail,2
185,Customer_0185,KeyAccount,7
186,Customer_0186,Ecommerce,10
187,Customer_0187,Wholesale,2
188,Customer_0188,KeyAccount,1
189,Customer_0189,KeyAccount,7
190,Customer_0190,KeyAccount,2
191,Customer_0191,KeyAccount,3
192,Customer_0192,Ecommerce,3
193,Customer_0193,KeyAccount,7
194,Customer_0194,Retail,2
195,Customer_0195,KeyAccount,5
196,Customer_0196,KeyAccount,3
197,Customer_0197,Ecommerce,1
198,Customer_0198,Wholesale,3
199,Customer_0199,Ecommerce,3
200,Customer_0200,Wholesale,10
201,Customer_0201,KeyAccount,1
202,Customer_0202,KeyAccount,10
203,Customer_0203,Wholesale,6
204,Customer_0204,Ecommerce,9
205,Customer_0205,Ecommerce,5
206,Customer_0206,Retail,9
207,Customer_0207,Ecommerce,2
208,Customer_0208,KeyAccount,7
209,Customer_0209,Retail,8
210,Customer_0210,Retail,7
211,Customer_0211,Ecommerce,2
212,Customer_0212,Retail,4
213,Customer_0213,KeyAccount,1
214,Customer_0214,Retail,9
215,Customer_0215,KeyAccount,8
216,Customer_0216,Wholesale,4
217,Customer_0217,Ecommerce,9
218,Customer_0218,Retail,6
219,Customer_0219,Retail,10
220,Customer_0220,Ecommerce,6
221,Customer_0221,KeyAccount,7
222,Customer_0222,Ecommerce,5
223,Customer_0223,KeyAccount,2
224,Customer_0224,Retail,9
225,Customer_0225,Retail,8
226,Customer_0226,Ecommerce,1
227,Customer_0227,Retail,1
228,Customer_0228,KeyAccount,3
229,Customer_0229,Retail,6
230,Customer_0230,Wholesale,4
231,Customer_0231,Ecommerce,5
232,Customer_0232,Retail,8
233,Customer_0233,Ecommerce,8
234,Customer_0234,Wholesale,9
235,Customer_0235,Retail,10
236,Customer_0236,Ecommerce,3
237,Customer_0237,KeyAccount,5
238,Customer_0238,Wholesale,3
239,Customer_0239,KeyAccount,2
240,Customer_0240,Wholesale,3
241,Customer_0241,KeyAccount,2
242,Customer_0242,Retail,2
243,Customer_0243,Ecommerce,1
244,Customer_0244,Retail,4
245,Customer_0245,Retail,2
246,Customer_0246,KeyAccount,10
247,Customer_0247,KeyAccount,3
248,Customer_0248,KeyAccount,2
249,Customer_0249,Ecommerce,8
250,Customer_0250,Ecommerce,8
251,Customer_0251,KeyAccount,8
252,Customer_0252,Ecommerce,6
253,Customer_0253,Wholesale,8
254,Customer_0254,Wholesale,10
255,Customer_0255,Retail,1
256,Customer_0256,Retail,7
257,Customer_0257,Ecommerce,5
258,Customer_0258,Ecommerce,2
259,Customer_0259,Wholesale,6
260,Customer_0260,Wholesale,10
261,Customer_0261,Ecommerce,5
262,Customer_0262,Ecommerce,3
263,Customer_0263,Wholesale,4
264,Customer_0264,Wholesale,7
265,Customer_0265,Retail,6
266,Customer_0266,Retail,7
267,Customer_0267,Wholesale,1
268,Customer_0268,Ecommerce,1
269,Customer_0269,Retail,10
270,Customer_0270,KeyAccount,10
271,Customer_0271,Ecommerce,7
272,Customer_0272,Retail,3
273,Customer_0273,Ecommerce,8
274,Customer_0274,Retail,3
275,Customer_0275,KeyAccount,1
276,Customer_0276,KeyAccount,1
277,Customer_0277,KeyAccount,6
278,Customer_0278,KeyAccount,6
279,Customer_0279,Retail,2
280,Customer_0280,Wholesale,9
281,Customer_0281,Wholesale,5
282,Customer_0282,Retail,4
283,Customer_0283,KeyAccount,5
284,Customer_0284,Retail,1
285,Customer_0285,Wholesale,10
286,Customer_0286,KeyAccount,1
287,Customer_0287,Retail,10
288,Customer_0288,Ecommerce,9
289,Customer_0289,KeyAccount,5
290,Customer_0290,Retail,3
291,Customer_0291,Ecommerce,2
292,Customer_0292,Retail,5
293,Customer_0293,Retail,8
294,Customer_0294,Ecommerce,4
295,Customer_0295,Retail,6
296,Customer_0296,Retail,4
297,Customer_0297,Ecommerce,7
298,Customer_0298,Ecommerce,8
299,Customer_0299,Wholesale,5
300,Customer_0300,KeyAccount,2
301,Customer_0301,Wholesale,5
302,Customer_0302,Wholesale,5
303,Customer_0303,KeyAccount,3
304,Customer_0304,Ecommerce,2
305,Customer_0305,Ecommerce,6
306,Customer_0306,Wholesale,6
307,Customer_0307,KeyAccount,4
308,Customer_0308,KeyAccount,1
309,Customer_0309,Retail,8
310,Customer_0310,Wholesale,5
311,Customer_0311,Wholesale,9
312,Customer_0312,Wholesale,8
313,Customer_0313,Ecommerce,7
314,Customer_0314,Ecommerce,10
315,Customer_0315,KeyAccount,1
316,Customer_0316,Retail,10
317,Customer_0317,Wholesale,6
318,Customer_0318,Ecommerce,4
319,Customer_0319,Retail,5
320,Customer_0320,Retail,8
321,Customer_0321,KeyAccount,8
322,Customer_0322,Wholesale,5
323,Customer_0323,Ecommerce,2
324,Customer_0324,KeyAccount,3
325,Customer_0325,Ecommerce,5
326,Customer_0326,KeyAccount,3
327,Customer_0327,KeyAccount,10
328,Customer_0328,Ecommerce,7
329,Customer_0329,Wholesale,1
330,Customer_0330,KeyAccount,4
331,Customer_0331,Ecommerce,6
332,Customer_0332,Retail,8
333,Customer_0333,KeyAccount,9
334,Customer_0334,Retail,8
335,Customer_0335,Wholesale,5
336,Customer_0336,Retail,5
337,Customer_0337,Wholesale,7
338,Customer_0338,Wholesale,8
339,Customer_0339,Wholesale,10
340,Customer_0340,Wholesale,10
341,Customer_0341,KeyAccount,2
342,Customer_0342,Ecommerce,7
343,Customer_0343,Retail,2
344,Customer_0344,Wholesale,9
345,Customer_0345,Wholesale,4
346,Customer_0346,KeyAccount,3
347,Customer_0347,KeyAccount,6
348,Customer_0348,Retail,1
349,Customer_0349,Wholesale,8
350,Customer_0350,Wholesale,5
351,Customer_0351,Retail,6
352,Customer_0352,Wholesale,6
353,Customer_0353,Ecommerce,1
354,Customer_0354,Ecommerce,6
355,Customer_0355,Ecommerce,3
356,Customer_0356,Ecommerce,8
357,Customer_0357,Ecommerce,6
358,Customer_0358,KeyAccount,8
359,Customer_0359,Wholesale,2
360,Customer_0360,Wholesale,9
361,Customer_0361,Retail,4
362,Customer_0362,KeyAccount,4
363,Customer_0363,Wholesale,5
364,Customer_0364,Wholesale,1
365,Customer_0365,Wholesale,3
366,Customer_0366,Ecommerce,7
367,Customer_0367,Retail,3
368,Customer_0368,KeyAccount,10
369,Customer_0369,Wholesale,7
370,Customer_0370,Ecommerce,1
371,Customer_0371,Wholesale,1
372,Customer_0372,KeyAccount,1
373,Customer_0373,Wholesale,4
374,Customer_0374,Retail,5
375,Customer_0375,Ecommerce,1
376,Customer_0376,KeyAccount,5
377,Customer_0377,Retail,9
378,Customer_0378,Wholesale,7
379,Customer_0379,Ecommerce,1
380,Customer_0380,KeyAccount,4
381,Customer_0381,KeyAccount,9
382,Customer_0382,Ecommerce,3
