OrderID,OrderDate,DeliveryDate,SupplierID,SKU,Quantity
1010000,2023-10-24,2023-11-05,S005,SKU-443,270
1010001,2023-10-02,2023-10-08,S003,SKU-501,183
1010002,2023-10-07,2023-10-11,S007,SKU-068,287
1010003,2023-10-26,2023-11-08,S006,SKU-066,359
1010004,2023-10-16,2023-10-22,S003,SKU-093,303
1010005,2023-10-14,2023-10-26,S008,SKU-519,251
1010006,2023-10-27,2023-11-07,S005,SKU-122,296
1010007,2023-10-17,2023-10-23,S003,SKU-063,63
1010008,2023-10-18,2023-10-29,S006,SKU-600,441
1010009,2023-10-10,2023-10-20,S001,SKU-377,523
1010010,2023-10-13,2023-10-24,S005,SKU-538,536
1010011,2023-10-03,2023-10-21,S004,SKU-215,364
1010012,2023-10-07,2023-10-19,S002,SKU-133,505
1010013,2023-10-19,2023-10-24,S004,SKU-429,486
1010014,2023-10-25,2023-11-06,S005,SKU-084,449
1010015,2023-10-14,2023-10-29,S006,SKU-330,154
1010016,2023-10-19,2023-10-24,S003,SKU-046,270
1010017,2023-10-06,2023-10-24,S004,SKU-408,216
1010018,2023-10-13,2023-10-24,S004,SKU-588,378
1010019,2023-10-08,2023-10-21,S009,SKU-280,189
1010020,2023-10-24,2023-11-04,S006,SKU-053,197
1010021,2023-10-08,2023-11-01,S006,SKU-204,305
1010022,2023-10-11,2023-10-21,S001,SKU-213,543
1010023,2023-10-06,2023-10-21,S005,SKU-475,459
1010024,2023-10-08,2023-10-18,S001,SKU-541,458
1010025,2023-10-25,2023-11-06,S002,SKU-526,132
1010026,2023-10-10,2023-10-25,S006,SKU-585,193
1010027,2023-10-17,2023-10-23,S003,SKU-287,312
1010028,2023-10-25,2023-11-01,S007,SKU-469,155
1010029,2023-10-24,2023-11-10,S009,SKU-018,336
1010030,2023-10-14,2023-10-26,S002,SKU-269,520
1010031,2023-10-10,2023-10-30,S009,SKU-114,302
1010032,2023-10-11,2023-10-21,S005,SKU-529,102
1010033,2023-10-20,2023-11-02,S010,SKU-290,576
1010034,2023-10-05,2023-10-16,S010,SKU-143,258
1010035,2023-10-16,2023-10-25,S008,SKU-525,425
1010036,2023-10-16,2023-10-29,S008,SKU-441,209
1010037,2023-10-09,2023-10-16,S001,SKU-276,581
1010038,2023-10-09,2023-10-23,S001,SKU-379,239
1010039,2023-10-24,2023-11-03,S007,SKU-017,328
1010040,2023-10-05,2023-10-17,S009,SKU-345,373
1010041,2023-10-21,2023-11-10,S009,SKU-297,409
1010042,2023-10-16,2023-10-26,S001,SKU-488,115
1010043,2023-10-17,2023-10-23,S007,SKU-337,361
1010044,2023-10-13,2023-11-02,S009,SKU-038,77
1010045,2023-10-21,2023-10-28,S007,SKU-119,568
1010046,2023-10-21,2023-11-02,S004,SKU-131,226
1010047,2023-10-11,2023-10-17,S004,SKU-344,590
1010048,2023-10-08,2023-10-19,S001,SKU-227,247
1010049,2023-10-28,2023-11-10,S010,SKU-350,131
1010050,2023-10-03,2023-10-15,S002,SKU-369,374
1010051,2023-10-02,2023-10-16,S001,SKU-009,279
1010052,2023-10-23,2023-11-02,S005,SKU-107,367
1010053,2023-10-10,2023-10-24,S002,SKU-430,492
1010054,2023-10-04,2023-10-20,S009,SKU-048,57
1010055,2023-10-08,2023-10-24,S006,SKU-282,531
1010056,2023-10-13,2023-11-01,S006,SKU-228,389
1010057,2023-10-06,2023-10-17,S002,SKU-100,60
1010058,2023-10-13,2023-10-29,S009,SKU-595,204
1010059,2023-10-02,2023-10-15,S010,SKU-257,144
1010060,2023-10-13,2023-10-25,S006,SKU-044,268
1010061,2023-10-14,2023-10-28,S006,SKU-106,510
1010062,2023-10-19,2023-11-03,S010,SKU-355,521
1010063,2023-10-25,2023-11-03,S008,SKU-018,366
1010064,2023-10-23,2023-11-04,S002,SKU-229,498
1010065,2023-10-17,2023-10-28,S001,SKU-270,265
1010066,2023-10-13,2023-10-22,S001,SKU-147,237
1010067,2023-10-22,2023-11-09,S009,SKU-028,322
1010068,2023-10-04,2023-10-19,S005,SKU-223,540
