OrderID,OrderDate,DeliveryDate,SupplierID,SKU,Quantity
0910000,2023-09-09,2023-09-17,S007,SKU-577,447
0910001,2023-09-26,2023-10-05,S007,SKU-586,361
0910002,2023-09-12,2023-09-26,S010,SKU-262,57
0910003,2023-09-08,2023-09-18,S007,SKU-200,101
0910004,2023-09-02,2023-09-09,S008,SKU-163,576
0910005,2023-09-05,2023-09-19,S009,SKU-312,358
0910006,2023-09-09,2023-09-24,S006,SKU-440,192
0910007,2023-09-07,2023-09-22,S004,SKU-544,416
0910008,2023-09-04,2023-09-11,S001,SKU-473,456
0910009,2023-09-08,2023-09-22,S008,SKU-006,170
0910010,2023-09-12,2023-09-19,S001,SKU-086,287
0910011,2023-09-28,2023-10-13,S002,SKU-325,187
0910012,2023-09-13,2023-09-24,S005,SKU-115,451
0910013,2023-09-08,2023-09-25,S002,SKU-590,314
0910014,2023-09-03,2023-09-14,S010,SKU-028,307
0910015,2023-09-01,2023-09-15,S006,SKU-288,517
0910016,2023-09-20,2023-09-29,S007,SKU-502,194
0910017,2023-09-15,2023-09-22,S007,SKU-578,439
0910018,2023-09-19,2023-10-05,S009,SKU-470,382
0910019,2023-09-09,2023-09-20,S002,SKU-265,269
0910020,2023-09-12,2023-09-27,S010,SKU-330,264
0910021,2023-09-03,2023-09-23,S009,SKU-396,272
0910022,2023-09-19,2023-10-09,S009,SKU-543,555
0910023,2023-09-03,2023-09-07,S003,SKU-496,540
0910024,2023-09-09,2023-09-22,S007,SKU-472,531
0910025,2023-09-02,2023-09-19,S009,SKU-534,400
0910026,2023-09-12,2023-10-01,S009,SKU-463,480
0910027,2023-09-03,2023-09-17,S006,SKU-366,413
0910028,2023-09-02,2023-09-10,S001,SKU-002,429
0910029,2023-09-07,2023-09-25,S010,SKU-479,324
0910030,2023-09-19,2023-10-03,S008,SKU-157,290
0910031,2023-09-08,2023-09-16,S001,SKU-528,572
0910032,2023-09-18,2023-10-12,S006,SKU-600,554
0910033,2023-09-01,2023-09-19,S010,SKU-205,139
0910034,2023-09-22,2023-09-30,S003,SKU-022,173
0910035,2023-09-07,2023-09-23,S009,SKU-440,443
0910036,2023-09-02,2023-09-10,S001,SKU-290,213
0910037,2023-09-05,2023-09-11,S007,SKU-584,107
0910038,2023-09-16,2023-09-25,S004,SKU-147,71
0910039,2023-09-23,2023-09-28,S004,SKU-337,112
0910040,2023-09-08,2023-09-22,S002,SKU-341,288
0910041,2023-09-25,2023-10-04,S005,SKU-386,438
0910042,2023-09-06,2023-09-27,S006,SKU-169,410
0910043,2023-09-19,2023-10-04,S009,SKU-255,143
0910044,2023-09-07,2023-09-19,S002,SKU-204,593
0910045,2023-09-26,2023-10-15,S009,SKU-019,271
0910046,2023-09-13,2023-09-17,S007,SKU-539,368
0910047,2023-09-18,2023-10-07,S002,SKU-110,389
0910048,2023-09-04,2023-09-12,S007,SKU-527,515
0910049,2023-09-02,2023-09-08,S007,SKU-099,462
0910050,2023-09-22,2023-10-07,S005,SKU-316,360
0910051,2023-09-16,2023-10-01,S009,SKU-020,405
0910052,2023-09-08,2023-09-13,S007,SKU-500,310
0910053,2023-09-15,2023-09-24,S008,SKU-363,76
0910054,2023-09-08,2023-09-16,S010,SKU-468,230
0910055,2023-09-13,2023-09-20,S004,SKU-143,515
0910056,2023-09-20,2023-10-08,S009,SKU-259,403
0910057,2023-09-13,2023-09-26,S002,SKU-417,96
0910058,2023-09-22,2023-10-05,S002,SKU-235,320
0910059,2023-09-03,2023-09-24,S006,SKU-506,325
0910060,2023-09-01,2023-09-16,S010,SKU-180,533
0910061,2023-09-26,2023-10-13,S009,SKU-597,460
0910062,2023-09-09,2023-09-24,S010,SKU-199,127
0910063,2023-09-06,2023-09-16,S004,SKU-435,525
0910064,2023-09-08,2023-09-14,S004,SKU-335,455
0910065,2023-09-16,2023-10-03,S009,SKU-439,289
0910066,2023-09-05,2023-09-24,S002,SKU-232,594
0910067,2023-09-21,2023-10-02,S007,SKU-563,422
0910068,2023-09-12,2023-09-21,S008,SKU-502,250
0910069,2023-09-27,2023-10-09,S002,SKU-125,478
0910070,2023-09-03,2023-09-13,S002,SKU-492,27
0910071,2023-09-03,2023-09-12,S004,SKU-371,428
0910072,2023-09-28,2023-10-04,S003,SKU-228,120
0910073,2023-09-27,2023-10-09,S004,SKU-446,169
0910074,2023-09-28,2023-10-14,S009,SKU-035,577
0910075,2023-09-02,2023-09-22,S009,SKU-312,585
0910076,2023-09-16,2023-09-30,S009,SKU-518,409
0910077,2023-09-10,2023-09-25,S010,SKU-579,279
0910078,2023-09-21,2023-09-29,S007,SKU-257,260
0910079,2023-09-01,2023-09-08,S001,SKU-017,371
0910080,2023-09-19,2023-09-30,S008,SKU-391,503
0910081,2023-09-26,2023-10-11,S002,SKU-532,50
0910082,2023-09-14,2023-09-30,S006,SKU-410,337
0910083,2023-09-02,2023-09-14,S009,SKU-274,463
0910084,2023-09-15,2023-09-20,S003,SKU-551,385
0910085,2023-09-09,2023-09-20,S007,SKU-566,301
0910086,2023-09-04,2023-09-14,S007,SKU-055,227
0910087,2023-09-17,2023-10-03,S008,SKU-212,329
0910088,2023-09-06,2023-09-19,S002,SKU-373,338
0910089,2023-09-11,2023-09-27,S009,SKU-230,139
0910090,2023-09-24,2023-10-07,S005,SKU-216,72
0910091,2023-09-16,2023-09-24,S007,SKU-342,163
0910092,2023-09-15,2023-10-02,S002,SKU-048,576
0910093,2023-09-23,2023-09-28,S003,SKU-355,59
0910094,2023-09-12,2023-09-23,S005,SKU-346,385
0910095,2023-09-13,2023-09-26,S010,SKU-062,501
0910096,2023-09-18,2023-09-25,S007,SKU-397,199
0910097,2023-09-03,2023-09-11,S004,SKU-059,66
0910098,2023-09-08,2023-09-20,S002,SKU-433,55
0910099,2023-09-26,2023-10-12,S007,SKU-124,254
0910100,2023-09-24,2023-10-04,S008,SKU-505,286
0910101,2023-09-14,2023-09-19,S003,SKU-149,484
0910102,2023-09-09,2023-09-19,S008,SKU-527,156
0910103,2023-09-08,2023-09-25,S002,SKU-512,468
0910104,2023-09-22,2023-09-29,S001,SKU-349,129
0910105,2023-09-22,2023-09-30,S003,SKU-444,265
0910106,2023-09-14,2023-09-24,S007,SKU-462,538
0910107,2023-09-07,2023-09-18,S005,SKU-546,201
0910108,2023-09-25,2023-10-02,S007,SKU-124,466
0910109,2023-09-22,2023-10-08,S008,SKU-540,395
0910110,2023-09-26,2023-10-12,S002,SKU-435,459
0910111,2023-09-11,2023-09-18,S003,SKU-445,277
0910112,2023-09-20,2023-09-30,S004,SKU-296,179
0910113,2023-09-28,2023-10-16,S006,SKU-394,549
0910114,2023-09-21,2023-10-10,S008,SKU-552,589
