OrderID,OrderDate,DeliveryDate,SupplierID,SKU,Quantity
0410000,2023-04-10,2023-04-25,S009,SKU-353,110
0410001,2023-04-03,2023-04-20,S006,SKU-120,312
0410002,2023-04-24,2023-05-09,S005,SKU-126,286
0410003,2023-04-05,2023-04-10,S003,SKU-495,383
0410004,2023-04-24,2023-05-11,S002,SKU-224,576
0410005,2023-04-28,2023-05-14,S008,SKU-414,75
0410006,2023-04-11,2023-04-17,S004,SKU-452,350
0410007,2023-04-06,2023-04-24,S009,SKU-142,505
0410008,2023-04-18,2023-04-30,S006,SKU-156,141
0410009,2023-04-09,2023-04-18,S001,SKU-536,289
0410010,2023-04-27,2023-05-17,S005,SKU-089,217
0410011,2023-04-25,2023-05-07,S009,SKU-323,597
0410012,2023-04-26,2023-05-08,S006,SKU-181,210
0410013,2023-04-01,2023-04-16,S009,SKU-019,542
0410014,2023-04-28,2023-05-01,S007,SKU-585,574
0410015,2023-04-04,2023-04-13,S007,SKU-551,550
0410016,2023-04-05,2023-04-23,S010,SKU-177,378
0410017,2023-04-27,2023-05-10,S002,SKU-059,401
0410018,2023-04-27,2023-05-03,S003,SKU-369,407
0410019,2023-04-26,2023-05-08,S005,SKU-129,316
0410020,2023-04-19,2023-04-27,S003,SKU-216,338
0410021,2023-04-22,2023-05-05,S010,SKU-139,303
0410022,2023-04-25,2023-05-04,S001,SKU-229,583
0410023,2023-04-08,2023-04-30,S009,SKU-272,160
0410024,2023-04-20,2023-04-26,S003,SKU-167,556
0410025,2023-04-17,2023-05-02,S006,SKU-131,272
0410026,2023-04-07,2023-04-19,S001,SKU-503,161
0410027,2023-04-11,2023-04-19,S004,SKU-124,570
0410028,2023-04-07,2023-04-18,S005,SKU-181,267
0410029,2023-04-20,2023-05-02,S003,SKU-524,152
0410030,2023-04-21,2023-04-29,S004,SKU-251,589
0410031,2023-04-23,2023-05-02,S010,SKU-541,299
0410032,2023-04-18,2023-05-01,S005,SKU-454,372
0410033,2023-04-10,2023-04-18,S004,SKU-223,376
0410034,2023-04-24,2023-05-01,S007,SKU-418,411
0410035,2023-04-07,2023-04-23,S009,SKU-456,321
0410036,2023-04-22,2023-04-30,S004,SKU-072,428
0410037,2023-04-01,2023-04-17,S007,SKU-421,76
0410038,2023-04-22,2023-04-27,S007,SKU-434,201
0410039,2023-04-19,2023-05-02,S010,SKU-589,76
0410040,2023-04-18,2023-04-29,S008,SKU-562,172
0410041,2023-04-14,2023-04-26,S002,SKU-029,552
0410042,2023-04-24,2023-05-08,S005,SKU-012,22
0410043,2023-04-23,2023-05-06,S004,SKU-299,413
0410044,2023-04-08,2023-04-28,S009,SKU-438,131
0410045,2023-04-12,2023-04-18,S003,SKU-223,317
0410046,2023-04-05,2023-04-27,S002,SKU-545,365
0410047,2023-04-26,2023-05-05,S004,SKU-385,154
0410048,2023-04-18,2023-05-02,S009,SKU-438,188
0410049,2023-04-23,2023-05-06,S009,SKU-578,581
0410050,2023-04-06,2023-04-14,S001,SKU-557,534
0410051,2023-04-08,2023-04-22,S006,SKU-515,112
0410052,2023-04-26,2023-05-10,S006,SKU-324,283
0410053,2023-04-22,2023-05-06,S010,SKU-110,449
0410054,2023-04-07,2023-04-21,S002,SKU-153,585
0410055,2023-04-02,2023-04-13,S002,SKU-289,173
0410056,2023-04-22,2023-05-04,S010,SKU-352,452
0410057,2023-04-25,2023-05-13,S006,SKU-409,119
0410058,2023-04-16,2023-04-26,S008,SKU-166,86
0410059,2023-04-13,2023-04-28,S002,SKU-590,232
0410060,2023-04-13,2023-04-21,S007,SKU-020,219
0410061,2023-04-08,2023-04-19,S010,SKU-150,117
0410062,2023-04-11,2023-04-18,S001,SKU-499,592
0410063,2023-04-25,2023-05-09,S006,SKU-423,245
0410064,2023-04-23,2023-05-04,S007,SKU-315,175
0410065,2023-04-10,2023-04-28,S010,SKU-508,536
0410066,2023-04-20,2023-04-29,S001,SKU-276,458
0410067,2023-04-02,2023-04-10,S010,SKU-266,57
0410068,2023-04-05,2023-04-10,S003,SKU-120,165
0410069,2023-04-07,2023-04-22,S004,SKU-111,214
0410070,2023-04-10,2023-04-26,S008,SKU-279,364
0410071,2023-04-02,2023-04-13,S010,SKU-340,116
0410072,2023-04-13,2023-04-25,S002,SKU-224,79
0410073,2023-04-27,2023-05-03,S007,SKU-466,307
0410074,2023-04-15,2023-04-28,S006,SKU-081,288
0410075,2023-04-23,2023-04-29,S007,SKU-585,504
0410076,2023-04-18,2023-04-24,S003,SKU-503,457
0410077,2023-04-20,2023-05-02,S002,SKU-321,48
0410078,2023-04-08,2023-04-21,S005,SKU-195,476
0410079,2023-04-09,2023-04-20,S001,SKU-433,332
0410080,2023-04-16,2023-04-28,S002,SKU-208,97
0410081,2023-04-13,2023-04-27,S005,SKU-126,542
0410082,2023-04-20,2023-05-01,S008,SKU-095,427
0410083,2023-04-26,2023-05-14,S006,SKU-327,534
0410084,2023-04-18,2023-05-03,S010,SKU-548,335
0410085,2023-04-21,2023-05-01,S001,SKU-527,565
0410086,2023-04-01,2023-04-15,S010,SKU-454,103
0410087,2023-04-05,2023-04-13,S007,SKU-040,156
0410088,2023-04-19,2023-05-06,S006,SKU-402,446
0410089,2023-04-24,2023-05-18,S006,SKU-299,177
0410090,2023-04-21,2023-05-06,S002,SKU-146,135
0410091,2023-04-11,2023-04-17,S007,SKU-434,490
0410092,2023-04-12,2023-04-20,S001,SKU-567,92
0410093,2023-04-05,2023-04-18,S005,SKU-084,307
0410094,2023-04-21,2023-05-03,S010,SKU-437,488
0410095,2023-04-08,2023-04-18,S004,SKU-058,513
0410096,2023-04-10,2023-04-13,S003,SKU-004,510
0410097,2023-04-10,2023-04-26,S006,SKU-062,540
0410098,2023-04-16,2023-04-27,S007,SKU-437,280
0410099,2023-04-18,2023-05-04,S002,SKU-515,342
0410100,2023-04-24,2023-05-04,S004,SKU-221,575
0410101,2023-04-21,2023-05-08,S006,SKU-455,409
0410102,2023-04-28,2023-05-05,S008,SKU-463,86
0410103,2023-04-15,2023-04-27,S002,SKU-015,132
0410104,2023-04-09,2023-04-26,S009,SKU-292,154
0410105,2023-04-08,2023-04-10,S003,SKU-125,24
0410106,2023-04-06,2023-04-28,S009,SKU-581,264
0410107,2023-04-27,2023-05-11,S006,SKU-335,98
0410108,2023-04-09,2023-04-20,S008,SKU-179,127
0410109,2023-04-24,2023-05-07,S010,SKU-186,333
0410110,2023-04-19,2023-05-07,S009,SKU-458,332
