OrderID,OrderDate,DeliveryDate,SupplierID,SKU,Quantity
0310000,2023-03-02,2023-03-18,S009,SKU-195,25
0310001,2023-03-22,2023-04-04,S010,SKU-090,442
0310002,2023-03-23,2023-04-03,S005,SKU-381,207
0310003,2023-03-27,2023-04-09,S002,SKU-596,417
0310004,2023-03-23,2023-04-05,S005,SKU-064,499
0310005,2023-03-13,2023-03-22,S005,SKU-318,138
0310006,2023-03-10,2023-03-21,S007,SKU-149,153
0310007,2023-03-25,2023-04-03,S003,SKU-373,527
0310008,2023-03-09,2023-03-15,S001,SKU-065,345
0310009,2023-03-18,2023-04-04,S009,SKU-029,579
0310010,2023-03-19,2023-03-30,S010,SKU-300,436
0310011,2023-03-26,2023-04-04,S004,SKU-570,90
0310012,2023-03-04,2023-03-23,S002,SKU-343,557
0310013,2023-03-01,2023-03-16,S006,SKU-315,388
0310014,2023-03-19,2023-04-08,S009,SKU-032,23
0310015,2023-03-03,2023-03-12,S004,SKU-166,363
0310016,2023-03-01,2023-03-08,S001,SKU-550,416
0310017,2023-03-10,2023-03-25,S002,SKU-493,527
0310018,2023-03-11,2023-04-05,S009,SKU-100,113
0310019,2023-03-14,2023-03-25,S010,SKU-082,256
0310020,2023-03-13,2023-03-28,S002,SKU-335,410
0310021,2023-03-02,2023-03-16,S006,SKU-232,510
0310022,2023-03-11,2023-03-19,S004,SKU-414,461
0310023,2023-03-28,2023-04-06,S007,SKU-099,281
0310024,2023-03-16,2023-03-28,S006,SKU-511,433
0310025,2023-03-04,2023-03-15,S010,SKU-085,138
0310026,2023-03-14,2023-03-26,S008,SKU-075,147
0310027,2023-03-22,2023-04-03,S008,SKU-399,551
0310028,2023-03-06,2023-03-23,S005,SKU-252,430
0310029,2023-03-23,2023-03-31,S001,SKU-578,213
0310030,2023-03-27,2023-04-04,S001,SKU-345,91
0310031,2023-03-13,2023-03-21,S007,SKU-295,28
0310032,2023-03-06,2023-03-13,S003,SKU-440,481
0310033,2023-03-07,2023-03-12,S003,SKU-495,360
0310034,2023-03-20,2023-04-09,S009,SKU-213,60
0310035,2023-03-12,2023-03-23,S005,SKU-057,284
0310036,2023-03-19,2023-03-29,S008,SKU-270,420
0310037,2023-03-12,2023-03-29,S009,SKU-055,108
0310038,2023-03-07,2023-03-11,S001,SKU-491,152
0310039,2023-03-13,2023-03-20,S004,SKU-350,213
0310040,2023-03-16,2023-03-27,S010,SKU-097,318
0310041,2023-03-16,2023-03-31,S006,SKU-270,536
0310042,2023-03-03,2023-03-17,S008,SKU-067,452
0310043,2023-03-24,2023-03-30,S003,SKU-045,300
0310044,2023-03-27,2023-04-03,S005,SKU-104,26
0310045,2023-03-01,2023-03-08,S007,SKU-331,25
0310046,2023-03-15,2023-03-27,S010,SKU-316,549
0310047,2023-03-24,2023-03-29,S003,SKU-269,441
0310048,2023-03-23,2023-04-03,S010,SKU-392,61
0310049,2023-03-13,2023-03-28,S009,SKU-196,474
0310050,2023-03-18,2023-03-28,S004,SKU-398,225
0310051,2023-03-03,2023-03-15,S005,SKU-262,381
0310052,2023-03-13,2023-03-28,S006,SKU-241,264
0310053,2023-03-19,2023-03-29,S001,SKU-535,80
0310054,2023-03-24,2023-04-05,S001,SKU-496,339
0310055,2023-03-17,2023-03-25,S003,SKU-443,511
0310056,2023-03-06,2023-03-13,S007,SKU-126,549
0310057,2023-03-09,2023-03-16,S003,SKU-323,407
0310058,2023-03-07,2023-03-18,S002,SKU-311,447
0310059,2023-03-27,2023-04-11,S003,SKU-524,544
0310060,2023-03-04,2023-03-18,S006,SKU-463,550
0310061,2023-03-12,2023-03-27,S009,SKU-465,152
0310062,2023-03-03,2023-03-13,S003,SKU-348,321
0310063,2023-03-19,2023-04-01,S007,SKU-014,233
0310064,2023-03-12,2023-03-25,S005,SKU-563,222
0310065,2023-03-22,2023-04-02,S008,SKU-181,512
0310066,2023-03-08,2023-03-23,S002,SKU-265,155
0310067,2023-03-14,2023-03-21,S003,SKU-351,415
0310068,2023-03-12,2023-03-27,S003,SKU-094,499
0310069,2023-03-06,2023-03-16,S005,SKU-097,37
0310070,2023-03-18,2023-03-25,S003,SKU-290,165
0310071,2023-03-24,2023-04-11,S004,SKU-407,282
0310072,2023-03-19,2023-03-29,S010,SKU-524,263
0310073,2023-03-06,2023-03-24,S006,SKU-598,314
0310074,2023-03-10,2023-03-29,S009,SKU-325,69
0310075,2023-03-07,2023-03-24,S009,SKU-268,499
0310076,2023-03-28,2023-04-09,S004,SKU-443,578
0310077,2023-03-02,2023-03-07,S003,SKU-367,596
0310078,2023-03-23,2023-03-29,S008,SKU-130,52
0310079,2023-03-10,2023-03-28,S010,SKU-497,232
0310080,2023-03-21,2023-04-06,S007,SKU-211,284
0310081,2023-03-03,2023-03-12,S008,SKU-464,308
0310082,2023-03-14,2023-03-26,S010,SKU-336,329
0310083,2023-03-06,2023-03-20,S006,SKU-424,311
0310084,2023-03-13,2023-03-28,S010,SKU-011,72
0310085,2023-03-27,2023-04-11,S010,SKU-310,425
0310086,2023-03-27,2023-04-11,S002,SKU-103,204
