OrderID,OrderDate,DeliveryDate,SupplierID,SKU,Quantity
1210000,2023-12-27,2024-01-04,S003,SKU-443,349
1210001,2023-12-05,2023-12-19,S006,SKU-597,376
1210002,2023-12-20,2024-01-04,S009,SKU-165,50
1210003,2023-12-09,2023-12-15,S007,SKU-184,221
1210004,2023-12-20,2023-12-28,S001,SKU-585,504
1210005,2023-12-23,2024-01-03,S010,SKU-595,168
1210006,2023-12-25,2024-01-08,S002,SKU-113,530
1210007,2023-12-14,2023-12-31,S009,SKU-041,453
1210008,2023-12-15,2023-12-24,S004,SKU-412,327
1210009,2023-12-28,2024-01-08,S001,SKU-337,565
1210010,2023-12-18,2023-12-29,S010,SKU-010,265
1210011,2023-12-15,2023-12-29,S002,SKU-097,369
1210012,2023-12-08,2023-12-25,S002,SKU-129,63
1210013,2023-12-07,2023-12-17,S004,SKU-528,497
1210014,2023-12-21,2024-01-08,S009,SKU-471,355
1210015,2023-12-12,2023-12-27,S005,SKU-370,303
1210016,2023-12-20,2024-01-07,S009,SKU-016,213
1210017,2023-12-09,2023-12-26,S009,SKU-249,29
1210018,2023-12-25,2024-01-04,S001,SKU-301,95
1210019,2023-12-17,2023-12-26,S008,SKU-396,497
1210020,2023-12-14,2024-01-02,S009,SKU-280,391
1210021,2023-12-26,2024-01-11,S006,SKU-392,126
1210022,2023-12-18,2023-12-27,S007,SKU-266,523
1210023,2023-12-17,2024-01-02,S006,SKU-360,97
1210024,2023-12-19,2023-12-30,S008,SKU-302,388
1210025,2023-12-24,2024-01-03,S005,SKU-156,97
1210026,2023-12-26,2024-01-12,S005,SKU-368,214
1210027,2023-12-19,2024-01-02,S010,SKU-165,541
1210028,2023-12-08,2023-12-13,S003,SKU-497,547
1210029,2023-12-08,2023-12-15,S007,SKU-475,506
1210030,2023-12-15,2023-12-21,S003,SKU-325,163
1210031,2023-12-02,2023-12-14,S002,SKU-225,209
1210032,2023-12-14,2023-12-19,S003,SKU-216,327
1210033,2023-12-07,2023-12-23,S006,SKU-543,29
1210034,2023-12-10,2023-12-24,S010,SKU-173,550
1210035,2023-12-10,2023-12-15,S003,SKU-232,363
1210036,2023-12-04,2023-12-11,S007,SKU-518,321
1210037,2023-12-24,2024-01-04,S007,SKU-187,310
1210038,2023-12-28,2024-01-09,S002,SKU-354,47
1210039,2023-12-22,2024-01-04,S010,SKU-031,178
1210040,2023-12-07,2023-12-22,S009,SKU-201,39
1210041,2023-12-21,2024-01-02,S001,SKU-575,308
1210042,2023-12-18,2023-12-24,S007,SKU-275,363
1210043,2023-12-15,2023-12-22,S007,SKU-448,354
1210044,2023-12-01,2023-12-18,S009,SKU-180,376
1210045,2023-12-24,2024-01-10,S006,SKU-189,600
1210046,2023-12-16,2024-01-05,S009,SKU-420,198
1210047,2023-12-10,2023-12-26,S006,SKU-225,115
1210048,2023-12-07,2023-12-31,S006,SKU-294,119
1210049,2023-12-25,2024-01-08,S001,SKU-086,261
1210050,2023-12-17,2023-12-30,S002,SKU-205,366
1210051,2023-12-11,2023-12-24,S005,SKU-390,334
1210052,2023-12-18,2023-12-26,S001,SKU-567,445
1210053,2023-12-27,2024-01-10,S006,SKU-239,164
1210054,2023-12-19,2023-12-31,S010,SKU-463,420
1210055,2023-12-11,2023-12-24,S009,SKU-287,107
1210056,2023-12-26,2024-01-13,S010,SKU-565,263
1210057,2023-12-25,2024-01-08,S006,SKU-564,137
1210058,2023-12-05,2023-12-19,S006,SKU-220,570
1210059,2023-12-14,2023-12-31,S009,SKU-451,41
1210060,2023-12-09,2023-12-25,S010,SKU-203,474
1210061,2023-12-17,2024-01-01,S009,SKU-044,311
1210062,2023-12-24,2024-01-07,S002,SKU-436,22
1210063,2023-12-11,2023-12-19,S001,SKU-373,298
1210064,2023-12-06,2023-12-23,S005,SKU-469,215
1210065,2023-12-02,2023-12-13,S001,SKU-179,116
1210066,2023-12-10,2023-12-19,S005,SKU-046,310
1210067,2023-12-05,2023-12-14,S008,SKU-356,113
1210068,2023-12-07,2023-12-14,S003,SKU-435,131
1210069,2023-12-14,2023-12-30,S002,SKU-350,319
1210070,2023-12-24,2024-01-02,S003,SKU-413,75
1210071,2023-12-04,2023-12-20,S002,SKU-127,366
