OrderID,OrderDate,DeliveryDate,SupplierID,SKU,Quantity
0810000,2023-08-24,2023-09-04,S007,SKU-385,576
0810001,2023-08-20,2023-09-02,S005,SKU-028,98
0810002,2023-08-06,2023-08-21,S010,SKU-283,233
0810003,2023-08-18,2023-08-28,S004,SKU-046,325
0810004,2023-08-19,2023-08-29,S005,SKU-082,51
0810005,2023-08-27,2023-09-03,S001,SKU-562,473
0810006,2023-08-01,2023-08-09,S001,SKU-122,353
0810007,2023-08-17,2023-08-28,S006,SKU-096,55
0810008,2023-08-22,2023-08-29,S003,SKU-260,222
0810009,2023-08-06,2023-08-19,S002,SKU-269,236
0810010,2023-08-13,2023-08-25,S002,SKU-320,556
0810011,2023-08-23,2023-09-06,S005,SKU-141,96
0810012,2023-08-23,2023-09-04,S006,SKU-231,184
0810013,2023-08-01,2023-08-16,S009,SKU-017,355
0810014,2023-08-07,2023-08-14,S007,SKU-095,66
0810015,2023-08-27,2023-09-02,S003,SKU-312,592
0810016,2023-08-23,2023-09-09,S006,SKU-207,104
0810017,2023-08-21,2023-08-30,S002,SKU-080,224
0810018,2023-08-23,2023-09-02,S005,SKU-276,171
0810019,2023-08-18,2023-08-25,S007,SKU-428,402
0810020,2023-08-16,2023-09-02,S009,SKU-232,267
0810021,2023-08-27,2023-09-04,S010,SKU-204,133
0810022,2023-08-21,2023-09-04,S001,SKU-266,366
0810023,2023-08-27,2023-09-04,S007,SKU-040,67
0810024,2023-08-13,2023-08-31,S009,SKU-211,198
0810025,2023-08-05,2023-08-19,S006,SKU-296,405
0810026,2023-08-14,2023-08-21,S003,SKU-473,499
0810027,2023-08-03,2023-08-12,S008,SKU-079,80
0810028,2023-08-22,2023-08-30,S004,SKU-476,163
0810029,2023-08-21,2023-09-09,S002,SKU-506,534
0810030,2023-08-25,2023-09-10,S010,SKU-096,326
0810031,2023-08-02,2023-08-11,S008,SKU-069,446
0810032,2023-08-12,2023-08-21,S008,SKU-258,76
0810033,2023-08-14,2023-08-29,S002,SKU-033,435
0810034,2023-08-15,2023-08-26,S010,SKU-324,318
0810035,2023-08-05,2023-08-20,S009,SKU-414,294
0810036,2023-08-27,2023-09-04,S004,SKU-356,211
0810037,2023-08-05,2023-08-15,S001,SKU-131,220
0810038,2023-08-21,2023-09-06,S008,SKU-267,472
0810039,2023-08-06,2023-08-21,S009,SKU-483,437
0810040,2023-08-16,2023-08-24,S003,SKU-108,509
0810041,2023-08-03,2023-08-15,S008,SKU-173,302
0810042,2023-08-04,2023-08-09,S003,SKU-453,187
0810043,2023-08-13,2023-08-23,S004,SKU-423,36
0810044,2023-08-18,2023-08-29,S001,SKU-183,468
0810045,2023-08-07,2023-08-16,S007,SKU-096,471
0810046,2023-08-17,2023-08-30,S002,SKU-009,485
0810047,2023-08-04,2023-08-09,S003,SKU-402,126
0810048,2023-08-22,2023-09-06,S003,SKU-370,503
0810049,2023-08-01,2023-08-14,S002,SKU-040,109
0810050,2023-08-24,2023-09-10,S009,SKU-475,537
0810051,2023-08-27,2023-09-06,S002,SKU-334,151
0810052,2023-08-25,2023-09-06,S004,SKU-262,103
0810053,2023-08-06,2023-08-22,S009,SKU-326,569
0810054,2023-08-10,2023-08-16,S008,SKU-466,120
0810055,2023-08-13,2023-08-19,S001,SKU-182,195
0810056,2023-08-27,2023-09-08,S002,SKU-174,158
0810057,2023-08-26,2023-09-12,S006,SKU-234,350
0810058,2023-08-19,2023-08-22,S007,SKU-540,114
0810059,2023-08-08,2023-08-17,S007,SKU-578,178
0810060,2023-08-11,2023-08-21,S004,SKU-221,281
0810061,2023-08-10,2023-08-24,S008,SKU-362,105
0810062,2023-08-05,2023-08-16,S004,SKU-007,132
0810063,2023-08-25,2023-09-02,S004,SKU-200,503
0810064,2023-08-08,2023-08-15,S008,SKU-302,318
0810065,2023-08-11,2023-08-16,S003,SKU-023,424
0810066,2023-08-25,2023-09-09,S005,SKU-548,500
0810067,2023-08-21,2023-09-01,S008,SKU-041,594
0810068,2023-08-07,2023-08-16,S001,SKU-408,558
0810069,2023-08-21,2023-08-26,S003,SKU-387,553
0810070,2023-08-21,2023-09-05,S009,SKU-444,115
0810071,2023-08-06,2023-08-16,S008,SKU-366,344
0810072,2023-08-21,2023-09-01,S001,SKU-583,539
0810073,2023-08-13,2023-08-19,S007,SKU-139,128
0810074,2023-08-06,2023-08-13,S007,SKU-057,319
0810075,2023-08-02,2023-08-17,S006,SKU-135,241
0810076,2023-08-22,2023-08-27,S007,SKU-257,217
0810077,2023-08-14,2023-08-22,S001,SKU-139,421
0810078,2023-08-20,2023-09-04,S010,SKU-168,586
0810079,2023-08-02,2023-08-21,S009,SKU-295,425
0810080,2023-08-12,2023-08-24,S002,SKU-103,386
0810081,2023-08-28,2023-09-09,S010,SKU-300,437
0810082,2023-08-21,2023-08-28,S001,SKU-047,504
0810083,2023-08-07,2023-08-21,S010,SKU-415,156
0810084,2023-08-21,2023-08-29,S007,SKU-477,216
0810085,2023-08-04,2023-08-12,S001,SKU-329,28
0810086,2023-08-14,2023-08-22,S004,SKU-004,73
0810087,2023-08-14,2023-08-24,S007,SKU-537,336
0810088,2023-08-10,2023-08-17,S004,SKU-273,482
0810089,2023-08-10,2023-08-18,S004,SKU-435,528
0810090,2023-08-27,2023-09-09,S006,SKU-474,554
0810091,2023-08-20,2023-09-04,S006,SKU-451,541
0810092,2023-08-14,2023-08-24,S005,SKU-057,304
0810093,2023-08-19,2023-08-23,S003,SKU-313,226
0810094,2023-08-28,2023-09-09,S005,SKU-142,420
0810095,2023-08-17,2023-09-02,S009,SKU-255,215
0810096,2023-08-02,2023-08-15,S002,SKU-547,161
0810097,2023-08-21,2023-08-24,S007,SKU-587,213
0810098,2023-08-25,2023-09-04,S005,SKU-257,300
0810099,2023-08-15,2023-09-02,S004,SKU-433,112
0810100,2023-08-12,2023-08-25,S002,SKU-470,33
0810101,2023-08-14,2023-08-26,S002,SKU-344,217
0810102,2023-08-09,2023-08-24,S006,SKU-316,178
0810103,2023-08-12,2023-08-18,S007,SKU-429,531
0810104,2023-08-05,2023-08-10,S004,SKU-257,498
0810105,2023-08-20,2023-09-02,S006,SKU-356,216
0810106,2023-08-07,2023-08-14,S004,SKU-483,138
0810107,2023-08-06,2023-08-14,S004,SKU-014,480
0810108,2023-08-22,2023-09-16,S009,SKU-317,239
0810109,2023-08-20,2023-09-05,S008,SKU-101,217
0810110,2023-08-27,2023-09-21,S009,SKU-132,315
0810111,2023-08-27,2023-09-07,S005,SKU-202,145
0810112,2023-08-21,2023-08-28,S001,SKU-263,482
0810113,2023-08-02,2023-08-20,S004,SKU-303,219
0810114,2023-08-19,2023-09-02,S006,SKU-414,234
0810115,2023-08-23,2023-08-30,S001,SKU-030,469
0810116,2023-08-15,2023-08-24,S001,SKU-047,229
0810117,2023-08-05,2023-08-16,S001,SKU-267,454
0810118,2023-08-23,2023-09-02,S008,SKU-182,244
0810119,2023-08-08,2023-08-18,S004,SKU-184,467
0810120,2023-08-02,2023-08-21,S009,SKU-377,591
0810121,2023-08-08,2023-08-19,S010,SKU-543,250
0810122,2023-08-03,2023-08-16,S007,SKU-006,416
0810123,2023-08-25,2023-09-18,S006,SKU-592,309
0810124,2023-08-19,2023-08-28,S008,SKU-019,343
0810125,2023-08-17,2023-09-03,S002,SKU-569,257
0810126,2023-08-16,2023-08-28,S010,SKU-312,308
0810127,2023-08-19,2023-09-04,S006,SKU-597,160
0810128,2023-08-09,2023-08-19,S005,SKU-058,337
0810129,2023-08-13,2023-08-25,S002,SKU-169,351
0810130,2023-08-09,2023-08-22,S005,SKU-418,94
0810131,2023-08-10,2023-08-29,S006,SKU-577,517
0810132,2023-08-05,2023-08-17,S004,SKU-356,101
0810133,2023-08-13,2023-08-28,S002,SKU-068,600
0810134,2023-08-21,2023-09-05,S005,SKU-423,371
0810135,2023-08-14,2023-08-23,S008,SKU-253,234
0810136,2023-08-25,2023-09-05,S007,SKU-465,131
0810137,2023-08-21,2023-09-09,S002,SKU-031,91
0810138,2023-08-18,2023-08-31,S007,SKU-329,474
0810139,2023-08-12,2023-08-26,S006,SKU-348,188
0810140,2023-08-04,2023-08-29,S009,SKU-582,96
0810141,2023-08-03,2023-08-17,S010,SKU-236,530
0810142,2023-08-04,2023-08-20,S009,SKU-467,475
0810143,2023-08-16,2023-08-27,S010,SKU-286,383
0810144,2023-08-16,2023-08-31,S009,SKU-419,512
0810145,2023-08-08,2023-08-24,S008,SKU-406,348
0810146,2023-08-11,2023-08-17,S003,SKU-189,593
0810147,2023-08-28,2023-09-10,S004,SKU-371,145
0810148,2023-08-20,2023-08-29,S001,SKU-085,524
0810149,2023-08-06,2023-08-12,S007,SKU-122,126
0810150,2023-08-28,2023-08-31,S007,SKU-386,441
0810151,2023-08-15,2023-09-06,S009,SKU-037,253
0810152,2023-08-14,2023-08-26,S005,SKU-249,430
0810153,2023-08-10,2023-08-21,S008,SKU-503,237
0810154,2023-08-01,2023-08-12,S004,SKU-174,246
0810155,2023-08-23,2023-08-29,S007,SKU-146,549
0810156,2023-08-25,2023-09-05,S005,SKU-212,554
0810157,2023-08-12,2023-08-22,S001,SKU-052,181
0810158,2023-08-13,2023-08-26,S004,SKU-471,258
0810159,2023-08-18,2023-08-28,S005,SKU-094,75
0810160,2023-08-25,2023-09-03,S007,SKU-108,40
0810161,2023-08-12,2023-08-20,S004,SKU-393,528
0810162,2023-08-28,2023-09-12,S009,SKU-038,307
0810163,2023-08-14,2023-08-24,S003,SKU-015,451
0810164,2023-08-11,2023-08-22,S010,SKU-142,144
0810165,2023-08-07,2023-08-17,S003,SKU-383,435
0810166,2023-08-04,2023-08-15,S010,SKU-115,329
0810167,2023-08-16,2023-08-30,S006,SKU-063,231
0810168,2023-08-09,2023-08-28,S002,SKU-225,592
0810169,2023-08-06,2023-08-19,S002,SKU-043,296
0810170,2023-08-28,2023-09-12,S003,SKU-581,504
0810171,2023-08-16,2023-08-19,S003,SKU-190,514
0810172,2023-08-19,2023-08-28,S005,SKU-139,587
0810173,2023-08-14,2023-08-24,S007,SKU-484,245
0810174,2023-08-11,2023-08-24,S002,SKU-141,546
0810175,2023-08-19,2023-08-27,S001,SKU-321,467
0810176,2023-08-06,2023-08-15,S004,SKU-002,547
0810177,2023-08-11,2023-08-19,S004,SKU-564,266
0810178,2023-08-20,2023-09-01,S010,SKU-487,567
0810179,2023-08-18,2023-08-21,S003,SKU-037,415
0810180,2023-08-19,2023-09-03,S009,SKU-043,130
0810181,2023-08-16,2023-08-28,S010,SKU-181,118
0810182,2023-08-04,2023-08-14,S004,SKU-345,366
0810183,2023-08-10,2023-08-31,S006,SKU-065,38
0810184,2023-08-07,2023-08-13,S003,SKU-155,286
0810185,2023-08-11,2023-08-25,S005,SKU-590,292
0810186,2023-08-28,2023-09-12,S009,SKU-107,524
0810187,2023-08-18,2023-08-30,S005,SKU-462,114
0810188,2023-08-02,2023-08-14,S009,SKU-062,57
0810189,2023-08-18,2023-08-26,S004,SKU-403,298
