OrderID,OrderDate,DeliveryDate,SupplierID,SKU,Quantity
0510000,2023-05-18,2023-06-02,S006,SKU-303,556
0510001,2023-05-15,2023-06-02,S006,SKU-337,506
0510002,2023-05-28,2023-06-09,S004,SKU-244,43
0510003,2023-05-05,2023-05-11,S003,SKU-110,116
0510004,2023-05-12,2023-05-26,S005,SKU-024,334
0510005,2023-05-18,2023-06-04,S005,SKU-459,80
0510006,2023-05-09,2023-05-23,S006,SKU-005,576
0510007,2023-05-20,2023-06-03,S008,SKU-523,331
0510008,2023-05-08,2023-05-24,S006,SKU-005,527
0510009,2023-05-12,2023-05-20,S001,SKU-526,160
0510010,2023-05-06,2023-05-11,S003,SKU-014,79
0510011,2023-05-08,2023-05-17,S008,SKU-240,345
0510012,2023-05-17,2023-05-26,S007,SKU-548,233
0510013,2023-05-23,2023-06-06,S006,SKU-334,135
0510014,2023-05-23,2023-06-03,S005,SKU-127,404
0510015,2023-05-10,2023-05-19,S003,SKU-449,284
0510016,2023-05-15,2023-05-26,S010,SKU-427,533
0510017,2023-05-03,2023-05-15,S005,SKU-504,53
0510018,2023-05-02,2023-05-11,S007,SKU-409,272
0510019,2023-05-01,2023-05-08,S007,SKU-447,167
0510020,2023-05-08,2023-05-20,S005,SKU-342,134
0510021,2023-05-04,2023-05-11,S003,SKU-230,375
0510022,2023-05-06,2023-05-13,S005,SKU-167,170
0510023,2023-05-08,2023-05-21,S009,SKU-294,361
0510024,2023-05-07,2023-05-21,S006,SKU-327,235
0510025,2023-05-23,2023-05-30,S003,SKU-327,357
0510026,2023-05-04,2023-05-15,S001,SKU-051,563
0510027,2023-05-27,2023-06-05,S005,SKU-289,572
0510028,2023-05-19,2023-05-27,S003,SKU-418,342
0510029,2023-05-17,2023-05-26,S008,SKU-517,419
0510030,2023-05-21,2023-06-09,S006,SKU-044,120
0510031,2023-05-20,2023-05-30,S001,SKU-430,275
0510032,2023-05-06,2023-05-19,S010,SKU-048,398
0510033,2023-05-25,2023-06-09,S009,SKU-486,117
