OrderID,OrderDate,DeliveryDate,SupplierID,SKU,Quantity
0610000,2023-06-15,2023-06-25,S005,SKU-260,224
0610001,2023-06-08,2023-06-19,S007,SKU-085,113
0610002,2023-06-03,2023-06-17,S010,SKU-352,44
0610003,2023-06-02,2023-06-15,S002,SKU-104,293
0610004,2023-06-21,2023-07-02,S008,SKU-007,42
0610005,2023-06-13,2023-06-30,S001,SKU-287,290
0610006,2023-06-09,2023-06-15,S007,SKU-527,381
0610007,2023-06-22,2023-07-02,S008,SKU-110,559
0610008,2023-06-15,2023-06-17,S003,SKU-126,330
0610009,2023-06-04,2023-06-29,S009,SKU-218,338
0610010,2023-06-17,2023-06-24,S001,SKU-582,138
0610011,2023-06-24,2023-07-03,S007,SKU-190,162
0610012,2023-06-02,2023-06-18,S007,SKU-004,330
0610013,2023-06-28,2023-07-11,S010,SKU-305,587
0610014,2023-06-11,2023-06-20,S007,SKU-497,263
0610015,2023-06-15,2023-06-25,S008,SKU-547,254
0610016,2023-06-13,2023-06-24,S004,SKU-311,335
0610017,2023-06-12,2023-06-22,S005,SKU-021,67
0610018,2023-06-26,2023-07-11,S006,SKU-147,37
0610019,2023-06-11,2023-06-26,S002,SKU-541,516
0610020,2023-06-12,2023-06-25,S004,SKU-556,52
0610021,2023-06-19,2023-06-23,S003,SKU-156,41
0610022,2023-06-10,2023-06-25,S002,SKU-223,441
0610023,2023-06-13,2023-06-26,S010,SKU-011,108
0610024,2023-06-26,2023-07-07,S008,SKU-035,598
0610025,2023-06-02,2023-06-17,S002,SKU-576,322
0610026,2023-06-09,2023-06-20,S001,SKU-064,325
0610027,2023-06-06,2023-06-22,S006,SKU-461,149
0610028,2023-06-11,2023-06-19,S004,SKU-143,415
0610029,2023-06-16,2023-06-24,S003,SKU-526,93
0610030,2023-06-13,2023-06-29,S009,SKU-176,358
0610031,2023-06-16,2023-06-26,S005,SKU-537,271
0610032,2023-06-11,2023-06-22,S005,SKU-110,226
0610033,2023-06-19,2023-07-01,S002,SKU-133,401
0610034,2023-06-01,2023-06-12,S005,SKU-279,321
0610035,2023-06-08,2023-06-16,S004,SKU-525,337
0610036,2023-06-19,2023-07-06,S009,SKU-278,58
0610037,2023-06-03,2023-06-14,S010,SKU-323,569
0610038,2023-06-22,2023-06-30,S007,SKU-330,104
0610039,2023-06-28,2023-07-05,S001,SKU-026,143
0610040,2023-06-28,2023-07-04,S007,SKU-234,204
0610041,2023-06-13,2023-06-21,S004,SKU-089,128
0610042,2023-06-26,2023-07-06,S008,SKU-187,437
0610043,2023-06-20,2023-06-29,S008,SKU-390,181
0610044,2023-06-27,2023-07-10,S010,SKU-154,534
0610045,2023-06-23,2023-07-09,S002,SKU-576,95
0610046,2023-06-07,2023-06-25,S009,SKU-135,578
0610047,2023-06-01,2023-06-15,S008,SKU-443,90
0610048,2023-06-20,2023-06-26,S003,SKU-468,333
0610049,2023-06-06,2023-06-12,S007,SKU-237,348
0610050,2023-06-22,2023-06-24,S003,SKU-278,494
0610051,2023-06-16,2023-06-22,S007,SKU-008,221
0610052,2023-06-17,2023-06-27,S007,SKU-065,109
0610053,2023-06-21,2023-07-02,S001,SKU-163,298
0610054,2023-06-26,2023-07-04,S007,SKU-267,462
0610055,2023-06-28,2023-07-08,S004,SKU-160,173
0610056,2023-06-02,2023-06-04,S003,SKU-583,520
0610057,2023-06-23,2023-07-05,S010,SKU-503,252
0610058,2023-06-05,2023-06-23,S009,SKU-537,422
0610059,2023-06-28,2023-07-07,S003,SKU-555,120
0610060,2023-06-02,2023-06-11,S010,SKU-599,194
0610061,2023-06-24,2023-07-10,S010,SKU-430,232
0610062,2023-06-17,2023-06-24,S007,SKU-194,390
0610063,2023-06-25,2023-07-07,S004,SKU-460,432
0610064,2023-06-26,2023-07-09,S005,SKU-116,82
0610065,2023-06-17,2023-06-22,S007,SKU-155,59
0610066,2023-06-28,2023-07-04,S008,SKU-551,380
0610067,2023-06-26,2023-07-13,S009,SKU-182,57
0610068,2023-06-16,2023-06-26,S005,SKU-320,380
0610069,2023-06-08,2023-06-21,S002,SKU-076,500
0610070,2023-06-06,2023-06-20,S005,SKU-210,284
0610071,2023-06-10,2023-06-25,S010,SKU-160,340
0610072,2023-06-02,2023-06-15,S005,SKU-174,158
0610073,2023-06-10,2023-06-18,S001,SKU-367,411
0610074,2023-06-14,2023-06-20,S003,SKU-279,56
0610075,2023-06-06,2023-06-16,S003,SKU-224,104
0610076,2023-06-08,2023-06-20,S010,SKU-563,277
0610077,2023-06-19,2023-07-03,S006,SKU-400,320
0610078,2023-06-03,2023-06-11,S001,SKU-181,347
0610079,2023-06-24,2023-07-04,S008,SKU-083,207
0610080,2023-06-12,2023-06-27,S009,SKU-124,44
0610081,2023-06-12,2023-06-19,S007,SKU-159,407
0610082,2023-06-25,2023-07-09,S006,SKU-475,172
0610083,2023-06-02,2023-06-15,S007,SKU-458,386
0610084,2023-06-02,2023-06-07,S004,SKU-337,55
0610085,2023-06-09,2023-06-15,S003,SKU-527,473
0610086,2023-06-05,2023-06-12,S007,SKU-424,21
0610087,2023-06-24,2023-07-05,S004,SKU-537,191
0610088,2023-06-28,2023-07-10,S002,SKU-519,496
0610089,2023-06-18,2023-06-25,S003,SKU-170,74
0610090,2023-06-05,2023-06-12,S007,SKU-227,313
0610091,2023-06-17,2023-07-01,S009,SKU-278,324
0610092,2023-06-13,2023-06-20,S001,SKU-338,122
0610093,2023-06-01,2023-06-07,S004,SKU-035,107
0610094,2023-06-14,2023-06-24,S008,SKU-113,400
0610095,2023-06-26,2023-07-09,S002,SKU-077,44
0610096,2023-06-02,2023-06-10,S003,SKU-341,500
0610097,2023-06-18,2023-06-30,S002,SKU-251,418
0610098,2023-06-25,2023-07-05,S002,SKU-385,360
0610099,2023-06-16,2023-06-27,S005,SKU-425,23
0610100,2023-06-22,2023-07-04,S005,SKU-001,256
0610101,2023-06-05,2023-06-11,S004,SKU-536,180
0610102,2023-06-03,2023-06-18,S009,SKU-252,151
